בחול אין מזכירים את,placeholder,בְּחוּל אֵין מַזְכִּירִים אֶת
הקיבוץ אחרי שבוע באו,placeholder,הַקִּבּוּץ אַחֲרֵי שָׁבוּעַ בָּאוּ
למשרד הקליטה וחיפשו,placeholder,לְמִשְׂרַד הַקְּלִיטָה וְחִפְּשׂוּ
מרכז קליטה הפקיד הציע,placeholder,מֶרְכַּז קְלִיטָה הַפָּקִיד הִצִּיעַ
קיבוץ לא ידעתי דבר על,placeholder,קִבּוּץ לֹא יָדַעְתִּי דָּבָר עַל
הקיבוץ אומרת סילביה ,placeholder,הַקִּבּוּץ אוֹמֶרֶת סִילְבִיָּה 
אבל הדימוי היה שונה,placeholder,אֲבָל הַדִּמּוּי הָיָה שׁוֹנֶה
לחלוטין חשבתי שזה,placeholder,לַחֲלוּטִין חָשַׁבְתִּי שֶׁזֶּה
כמו קולחוז מין כפר קטן,placeholder,כְּמוֹ קוֹלְחוֹז מִין כְּפָר קָטָן
עם כמה בתים מכוער לא,placeholder,עִם כַּמָּה בָּתִּים מְכֹעָר לֹא
תרבותי הגעתי,placeholder,תַּרְבּוּתִי הִגַּעְתִּי
והופתעתי הכי הפתיעו,placeholder,וְהֻפְתַּעְתִּי הֲכִי הִפְתִּיעוּ
אותי האנשים כל מה,placeholder,אוֹתִי הָאֲנָשִׁים כָּל מָה
שאמרו על הקומוניזם,placeholder,שֶׁאָמְרוּ עַל הַקּוֹמוּנִיזְם
ברומניה ולא עשו קיים,placeholder,בְּרוֹמַנְיָה וְלֹא עָשׂוּ קַיָּם
פה שם חשבתי שזו,placeholder,פֹּה שָׁם חָשַׁבְתִּי שֶׁזּוֹ
אוטופיה פה אני רואה,placeholder,אוּטוֹפְּיָה פֹּה אֲנִי רוֹאָה
שזה קיים וזה יפה על אף,placeholder,שֶׁזֶּה קַיָּם וְזֶה יָפֶה עַל אַף
ההצהרות החמות האלה לא,placeholder,הַהַצְהָרוֹת הַחַמּוֹת הָאֵלֶּה לֹא
משתמע מדבריה,placeholder,מִשְׁתַּמֵּעַ מִדְּבָרֶיהָ
שבכוונתה להישאר,placeholder,שֶׁבְּכַוָּנָתָהּ לְהִשָּׁאֵר
בקיבוץ היא בת עיר,placeholder,בַּקִּבּוּץ הִיא בַּת עִיר
מובהקת ומחכה לחזור,placeholder,מֻבְהֶקֶת וּמְחַכָּה לַחֲזֹר
לשם אילנה נחום,placeholder,לְשָׁם אִילָנָה נַחוּם
המזכירה של קיבוץ,placeholder,הַמַּזְכִּירָה שֶׁל קִבּוּץ
רוחמה אומרת בכנות,placeholder,רֻחָמָה אוֹמֶרֶת בְּכֵנוּת
אפילו רצו בני הזוג,placeholder,אֲפִלּוּ רָצוּ בְּנֵי הַזּוּג
קונסטנטינסקו להישאר,placeholder,קוֹנְסְטַנְטִינֶסְקוּ לְהִשָּׁאֵר
בקיבוץ הייתי עושה,placeholder,בַּקִּבּוּץ הָיִיתִי עוֹשָׂה
הכל כדי שלא יישארו,placeholder,הַכֹּל כְּדֵי שֶׁלֹּא יִשָּׁאֲרוּ
העיר מתאימה להם וחיי,placeholder,הָעִיר מַתְאִימָה לָהֶם וְחַיֵּי
הקיבוץ אינם בשבילם,placeholder,הַקִּבּוּץ אֵינָם בִּשְׁבִילָם
גם בני משפחת חייקול,placeholder,גַּם בְּנֵי מִשְׁפַּחַת חַיְּקוּל
שהגיעו לפני,placeholder,שֶׁהִגִּיעוּ לִפְנֵי
כחודשיים מהעיר,placeholder,כְּחָדְשַׁיִם מֵהָעִיר
צלבינסן שבהרי אוראל,placeholder,צֶלְבִינְסָן שֶׁבְּהָרֵי אוּרָאל
טוענים שהקיבוץ אינו,placeholder,טוֹעֲנִים שֶׁהַקִּבּוּץ אֵינוֹ
פתרון בשבילם האב אריק,placeholder,פִּתְרוֹן בִּשְׁבִילָם הָאָב אָרִיק
מהנדס מכונות עתיר,placeholder,מְהַנְדֵּס מְכוֹנוֹת עַתִּיר
ניסיון האם אידה,placeholder,נִסָּיוֹן הָאֵם אִידָה
מתכננת מחשבים הבן,placeholder,מְתַכְנֶנֶת מַחְשְׁבִים הַבֵּן
איליה  הספיק ללמוד,placeholder,אִילְיָה  הִסְפִּיק לִלְמֹד
שנתיים מתמטיקה,placeholder,שְׁנָתַיִם מָתֶמָטִיקָה
באוניברסיטה ואף השלים,placeholder,בָּאוּנִיבֶרְסִיטָה וְאַף הִשְׁלִים
שירות קצר בצבא האדום,placeholder,שֵׁרוּת קָצָר בַּצָּבָא הָאָדֹם
סמוך למועד עלייתם,placeholder,סָמוּךְ לְמוֹעֵד עֲלִיָּתָם
התפרסמה בעיתון הרוסי,placeholder,הִתְפַּרְסְמָה בָּעִתּוֹן הָרוּסִי
אוגניוק כתבה גדולה,placeholder,אוּגְנַיּוֹק כַּתָּבָה גְדוֹלָה
שתיארה במלים,placeholder,שֶׁתֵּאֲרָה בְּמִלִּים
חיוביות ביותר את,placeholder,חִיּוּבִיּוֹת בְּיוֹתֵר אֶת
החיים בקיבוץ נאמר,placeholder,הַחַיִּים בַּקִּבּוּץ נֶאֱמַר
שקיבוץ הוא מקום שטוב,placeholder,שֶׁקִּבּוּץ הוּא מָקוֹם שֶׁטּוֹב
לחיות בו שלכולם יש,placeholder,לִחְיוֹת בּוֹ שֶׁלְּכֻלָּם יֵשׁ
זכויות שוות אוכלים,placeholder,זְכֻיּוֹת שָׁווֹת אוֹכְלִים
ביחד אין בעיות אחרי,placeholder,בְּיַחַד אֵין בְּעָיוֹת אַחֲרֵי
חודש וחצי ברוחמה בני,placeholder,חֹדֶשׁ וָחֵצִי בְּרֻחָמָה בְּנֵי
משפחת חייקול עדיין,placeholder,מִשְׁפַּחַת חַיְּקוּל עֲדַיִן
חושבים שהעיתון לא חטא,placeholder,חוֹשְׁבִים שֶׁהָעִתּוֹן לֹא חָטָא
לאמת אמנם הקיבוץ אינו,placeholder,לָאֱמֶת אָמְנָם הַקִּבּוּץ אֵינוֹ
קולחוז אבל זה לא בשבילם,placeholder,קוֹלְחוֹז אֲבָל זֶה לֹא בִּשְׁבִילָם
הם אומרים הבעיה,placeholder,הֵם אוֹמְרִים הַבְּעָיָה
בקיבוץ היא שאין בעיה,placeholder,בַּקִּבּוּץ הִיא שֶׁאֵין בְּעָיָה
אומר אריק לנו חשוב,placeholder,אוֹמֵר אָרִיק לָנוּ חָשׁוּב
להכיר דווקא את הבעיות,placeholder,לְהַכִּיר דַּוְקָא אֶת הַבְּעָיוֹת
בשביל הפרספקטיווה,placeholder,בִּשְׁבִיל הַפְּרֶסְפֶּקְטִיוָה
אני חושב שהרבה אנשים,placeholder,אֲנִי חוֹשֵׁב שֶׁהַרְבֵּה אֲנָשִׁים
שלא רוצים קונפליקט,placeholder,שֶׁלֹּא רוֹצִים קוֹנְפְלִיקְט
בחיים אחרי רוסיה ירצו,placeholder,בַּחַיִּים אַחֲרֵי רוּסְיָה יִרְצוּ
לגור בקיבוץ כשיהיו,placeholder,לָגוּר בַּקִּבּוּץ כְּשֶׁיִּהְיוּ
להם הרבה בעיות ולא,placeholder,לָהֶם הַרְבֵּה בְּעָיוֹת וְלֹא
תהיה אלטרנטיווה הם,placeholder,תִּהְיֶה אַלְטֶרְנָטִיוָה הֵם
יברחו לקיבוץ הבן,placeholder,יִבְרְחוּ לַקִּבּוּץ הַבֵּן
איליה בקיבוץ לא יודעים,placeholder,אִילְיָה בַּקִּבּוּץ לֹא יוֹדְעִים
כמה עולה אוכל כמה,placeholder,כַּמָּה עוֹלֶה אֹכֶל כַּמָּה
עולות נעליים איך מנהלים,placeholder,עוֹלוֹת נַעֲלַיִם אֵיךְ מְנַהֲלִים
חשבון בבנק אולי זה טוב,placeholder,חֶשְׁבּוֹן בַּבַּנְק אוּלַי זֶה טוֹב
אבל זה לא החיים אני יודע,placeholder,אֲבָל זֶה לֹא הַחַיִּים אֲנִי יוֹדֵעַ
שהרבה צעירים שנולדו,placeholder,שֶׁהַרְבֵּה צְעִירִים שֶׁנּוֹלְדוּ
בקיבוצים לא רוצים לחיות,placeholder,בְּקִבּוּצִים לֹא רוֹצִים לִחְיוֹת
שם הם רוצים את החופש והם,placeholder,שָׁם הֵם רוֹצִים אֶת הַחֹפֶשׁ וְהֵם
רוצים כסף אמיתי,placeholder,רוֹצִים כֶּסֶף אֲמִתִּי
בידיים גם אנחנו כך,placeholder,בַּיָּדַיִם גַּם אֲנַחְנוּ כָּךְ
ואילנה נחום מעירה זה רע,placeholder,וְאִילָנָה נַחוּם מְעִירָה זֶה רַע
מאוד אם יגיעו אלינו,placeholder,מְאֹד אִם יַגִּיעוּ אֵלֵינוּ
מכורח אחרים בתנועה,placeholder,מִכֹּרַח אֲחֵרִים בַּתְּנוּעָה
הקיבוצית אינם מאמינים,placeholder,הַקִּבּוּצִית אֵינָם מַאֲמִינִים
בכוחם להביא אליהם עולים,placeholder,בְּכֹחָם לְהָבִיא אֲלֵיהֶם עוֹלִים
מרצון הכל נושאים עמם,placeholder,מֵרָצוֹן הַכֹּל נוֹשְׂאִים עִמָּם
את כישלונות הקליטה,placeholder,אֶת כִּשְׁלוֹנוֹת הַקְּלִיטָה
בעליות הקודמות את,placeholder,בָּעֲלִיּוֹת הַקּוֹדְמוֹת אֶת
הדימויים השליליים,placeholder,הַדִּמּוּיִים הַשְּׁלִילִיִּים
מזכיר התקם מוקי צור,placeholder,מַזְכִּיר הַתָּקָם מוּקִי צוּר
החלטנו מראש שצריך,placeholder,הֶחְלַטְנוּ מֵרֹאשׁ שֶׁצָּרִיךְ
להיות אלמנט מסוים של,placeholder,לִהְיוֹת אֶלֶמֶנְט מְסֻיָּם שֶׁל
בחירה בצעד זה של העולה,placeholder,בְּחִירָה בְּצַעַד זֶה שֶׁל הָעוֹלֶה
לא ייתכן שעולה יבוא,placeholder,לֹא יִתָּכֵן שֶׁעוֹלֶה יָבוֹא
לקיבוץ כמו שהוא מגיע,placeholder,לַקִּבּוּץ כְּמוֹ שֶׁהוּא מַגִּיעַ
למחנה צהל לא הסכמנו,placeholder,לְמַחֲנֵה צַהַל לֹא הִסְכַּמְנוּ
שהוא יירד מן המטוס,placeholder,שֶׁהוּא יֵרֵד מִן הַמָּטוֹס
וישימו אותו על הדשא,placeholder,וְיָשִׂימוּ אוֹתוֹ עַל הַדֶּשֶׁא
בלי שיאמר אני רוצה לכן,placeholder,בְּלִי שֶׁיֹּאמַר אֲנִי רוֹצֶה לָכֵן
קבענו עיקרון שצריכה,placeholder,קָבַעְנוּ עִקָּרוֹן שֶׁצְּרִיכָה
להיות שיחה מוקדמת בין,placeholder,לִהְיוֹת שִׂיחָה מֻקְדֶּמֶת בֵּין
העולה לבין קיבוצניק,placeholder,הָעוֹלֶה לְבֵין קִבּוּצְנִיק
בתחום ההסברה השתנה,placeholder,בִּתְחוּם הַהַסְבָּרָה הִשְׁתַּנָּה
המצב הקיבוצים הוציאו,placeholder,הַמַּצָּב הַקִּבּוּצִים הוֹצִיאוּ
חוברות ושלחו לבריהם מורים,placeholder,חוֹבְרוֹת וְשָׁלְחוּ לבריה“ם מוֹרִים
מהתנועה הקיבוצית,placeholder,מֵהַתְּנוּעָה הַקִּבּוּצִית
היום העולה יודע על,placeholder,הַיּוֹם הָעוֹלֶה יוֹדֵעַ עַל
הקיבוץ יותר ממה שהוא,placeholder,הַקִּבּוּץ יוֹתֵר מִמָּה שֶׁהוּא
יודע על כל צורת,placeholder,יוֹדֵעַ עַל כָּל צוּרַת
התיישבות כפרית אחרת,placeholder,הִתְיַשְּׁבוּת כַּפְרִית אַחֶרֶת
מחקרים אחרונים של,placeholder,מֶחְקָרִים אַחֲרוֹנִים שֶׁל
המחלקה להתיישבות,placeholder,הַמַּחְלָקָה לְהִתְיַשְּׁבוּת
מלמדים כי  מהעולים,placeholder,מְלַמְּדִים כִּי % מֵהָעוֹלִים
מוכנים לבדוק אפשרות,placeholder,מוּכָנִים לִבְדֹּק אֶפְשָׁרוּת
של חיים בקיבוץ על-אף,placeholder,שֶׁל חַיִּים בַּקִּבּוּץ עַל-אַף
ממצאים אלה אין,placeholder,מִמְצָאִים אֵלֶּה אֵין
הקיבוצים עושים הרבה,placeholder,הַקִּבּוּצִים עוֹשִׂים הַרְבֵּה
כדי לכבוש את לבם של,placeholder,כְּדֵי לִכְבֹּשׁ אֶת לִבָּם שֶׁל
העולים קשה לומר שהם,placeholder,הָעוֹלִים קָשֶׁה לוֹמַר שֶׁהֵם
מסתערים על העולה במידע,placeholder,מִסְתָּעֲרִים עַל הָעוֹלֶה בְּמֵידָע
ובסיוע כדרכם של,placeholder,וּבְסִיּוּעַ כְּדַרְכָּם שֶׁל
עשרות גופי מתנדבים,placeholder,עֶשְׂרוֹת גּוּפֵי מִתְנַדְּבִים
בהם גוש אמונים מוקי צור,placeholder,בָּהֶם גּוּשׁ אֱמוּנִים מוּקִי צוּר
מודה שהדברים אינם,placeholder,מוֹדֶה שֶׁהַדְּבָרִים אֵינָם
נעשים לשביעות רצונו הוא,placeholder,נַעֲשִׂים לִשְׂבִיעוּת רְצוֹנוֹ הוּא
מסביר זאת בהעדר תקציב,placeholder,מַסְבִּיר זֹאת בְּהֶעְדֵּר תַּקְצִיב
ובכך שאנשי הקיבוצים,placeholder,וּבְכָךְ שֶׁאַנְשֵׁי הַקִּבּוּצִים
נכוו בעבר בקליטת,placeholder,נִכְווּ בֶּעָבָר בִּקְלִיטַת
עליות ובסיוע לעיירות,placeholder,עֲלִיּוֹת וּבְסִיּוּעַ לַעֲיָרוֹת
פיתוח החשש הוא ששוב,placeholder,פִּתּוּחַ הַחֲשָׁשׁ הוּא שֶׁשּׁוּב
נגיע לתחושה שנקלוט,placeholder,נַגִּיעַ לִתְחוּשָׁה שֶׁנִּקְלֹט
ונקלוט ובסוף הם לא,placeholder,וְנִקְלֹט וּבַסּוֹף הֵם לֹא
יאהבו אותנו צור מודע היטב,placeholder,יֹאהֲבוּ אוֹתָנוּ צוּר מוּדָע הֵיטֵב
גם להיבט הפוליטי של,placeholder,גַּם לַהֶבֵּט הַפּוֹלִיטִי שֶׁל
קליטת העלייה מי,placeholder,קְלִיטַת הָעֲלִיָּה מִי
שיקצור מוקדם יישאר,placeholder,שֶׁיִּקְצֹר מֻקְדָּם יִשָּׁאֵר
עם מעט הבעיה היא לזרוע,placeholder,עִם מְעַט הַבְּעָיָה הִיא לִזְרֹעַ
בשלב הזה אני מפקיע את,placeholder,בַּשָּׁלָב הַזֶּה אֲנִי מַפְקִיעַ אֶת
הפן של הקיבוץ מן,placeholder,הַפָּן שֶׁל הַקִּבּוּץ מִן
העניין הפוליטי אמנם,placeholder,הָעִנְיָן הַפּוֹלִיטִי אָמְנָם
המפלגות דורשות,placeholder,הַמִּפְלָגוֹת דּוֹרְשׁוֹת
בעקיפין להביא גם רווח,placeholder,בַּעֲקִיפִין לְהָבִיא גַּם רֶוַח
פוליטי אבל המפלגות,placeholder,פּוֹלִיטִי אֲבָל הַמִּפְלָגוֹת
הפוליטיות ייכנסו,placeholder,הַפּוֹלִיטִיּוֹת יִכָּנְסוּ
לתמונה כשהעולה יהיה,placeholder,לַתְּמוּנָה כְּשֶׁהָעוֹלֶה יִהְיֶה
מוכן להכרעות מסוג זה,placeholder,מוּכָן לְהַכְרָעוֹת מִסּוּג זֶה
לנו חשוב שהוא ילמד איך,placeholder,לָנוּ חָשׁוּב שֶׁהוּא יִלְמַד אֵיךְ
כל זה התהווה ע פרשה,placeholder,כָּל זֶה הִתְהַוָּה ע פָּרָשָׁה
מזעזעת של מעשי סדום,placeholder,מְזַעְזַעַת שֶׁל מַעֲשֵׂי סְדוֹם
ומעשים מגונים בקטינים,placeholder,וּמַעֲשִׂים מְגֻנִּים בִּקְטִינִים
נחשפה ביום ו בבית,placeholder,נֶחְשְׂפָה בְּיוֹם ו בְּבֵית
משפט השלום,placeholder,מִשְׁפָּט הַשָּׁלוֹם
בירושלים לבית המשפט,placeholder,בִּירוּשָׁלַיִם לְבֵית הַמִּשְׁפָּט
הובאו שלושה תושבי,placeholder,הוּבְאוּ שְׁלֹשָׁה תּוֹשָׁבֵי
העיר בני כ  ששמם,placeholder,הָעִיר בְּנֵי כְּ  שֶׁשְּׁמָם
נאסר לפרסום בחשד כי,placeholder,נֶאֱסַר לְפִרְסוּם בַּחֲשָׁד כִּי
ביצעו שורה של מעשי,placeholder,בִּצְּעוּ שׁוּרָה שֶׁל מַעֲשֵׂי
סדום ומעשים מגונים,placeholder,סְדוֹם וּמַעֲשִׂים מְגֻנִּים
במספר קטינים בדירות,placeholder,בְּמִסְפַּר קְטִינִים בְּדִירוֹת
בירושלים שלושת,placeholder,בִּירוּשָׁלַיִם שְׁלֹשֶׁת
החשודים נעצרו כבר ב,placeholder,הַחֲשׁוּדִים נֶעֶצְרוּ כְּבָר בְּ
בנובמבר אולם אז הוטל,placeholder,בְּנוֹבֶמְבֶּר אוּלָם אָז הֻטַּל
איסור פרסום על הפרשה,placeholder,אִסּוּר פִּרְסוּם עַל הַפָּרָשָׁה
ביום ו טען בבית המשפט,placeholder,בְּיוֹם ו טָעַן בְּבֵית הַמִּשְׁפָּט
נציג מחלק הפשעים של,placeholder,נְצִיג מֶחְלַק הַפְּשָׁעִים שֶׁל
משטרת ירושלים כי ב,placeholder,מִשְׁטֶרֶת יְרוּשָׁלַיִם כִּי בְּ
באוקטובר השנה,placeholder,בְּאוֹקְטוֹבֶּר הַשָּׁנָה
התלוננו שני קטינים,placeholder,הִתְלוֹנְנוּ שְׁנֵי קְטִינִים
במשטרת תל-אביב,placeholder,בְּמִשְׁטֶרֶת תֵּל-אָבִיב
ששלושת החשודים,placeholder,שֶׁשְּׁלֹשֶׁת הַחֲשׁוּדִים
ביצעו בגופם מעשים,placeholder,בִּצְּעוּ בְּגוּפָם מַעֲשִׂים
מגונים במשך שבעה,placeholder,מְגֻנִּים בְּמֶשֶׁךְ שִׁבְעָה
חודשים בתלונתם טענו,placeholder,חֳדָשִׁים בִּתְלוּנָתָם טָעֲנוּ
הקטינים כי החשודים,placeholder,הַקְּטִינִים כִּי הַחֲשׁוּדִים
ביצעו בהם מעשי,placeholder,בִּצְּעוּ בָּהֶם מַעֲשֵׂי
אוננות ומין אוראלי,placeholder,אוֹנְנוּת וּמִין אוֹרָאלִי
הנערים סיפרו עוד כי,placeholder,הַנְּעָרִים סִפְּרוּ עוֹד כִּי
השלושה נהגו להציג,placeholder,הַשְּׁלוֹשָׁה נָהֲגוּ לְהַצִּיג
להם סרטים,placeholder,לָהֶם סְרָטִים
פורנוגראפיים וביצעו,placeholder,פּוֹרְנוֹגְרָפִיִּים וּבִצְּעוּ
בהם תוך כדי צפייה,placeholder,בָּהֶם תּוֹךְ כְּדֵי צְפִיָּה
בסרטים מעשי סדום,placeholder,בַּסְּרָטִים מַעֲשֵׂי סְדוֹם
בתמורה נתנו לנערים,placeholder,בִּתְמוּרָה נָתְנוּ לַנְּעָרִים
סכומי כסף קטנים,placeholder,סְכוּמֵי כֶּסֶף קְטַנִּים
במהלך הדיון התברר,placeholder,בְּמַהֲלַךְ הַדִּיּוּן הִתְבָּרֵר
כי בפרשה מעורבים,placeholder,כִּי בַּפָּרָשָׁה מְעֹרָבִים
קטינים נוספים חוקר,placeholder,קְטִינִים נוֹסָפִים חוֹקֵר
המשטרה טען כי שניים,placeholder,הַמִּשְׁטָרָה טָעַן כִּי שְׁנַיִם
מן החשודים הודו,placeholder,מִן הַחֲשׁוּדִים הוֹדוּ
במעשים ויש כוונה,placeholder,בַּמַּעֲשִׂים וְיֵשׁ כַּוָּנָה
להגיש נגדם כתב,placeholder,לְהַגִּישׁ נֶגְדָּם כְּתָב
אישום תוך תקופת,placeholder,אִשּׁוּם תּוֹךְ תְּקוּפַת
מעצרם השופטת דליה,placeholder,מַעֲצָרָם הַשּׁוֹפֶטֶת דַּלְיָה
קובל קבעה בהחלטתה כי,placeholder,קוֹבֶּל קָבְעָה בְּהַחְלָטָתָהּ כִּי
אין תשתית עובדתית,placeholder,אֵין תַּשְׁתִּית עֻבְדָּתִית
לטענות שהעלו עורכי,placeholder,לַטְּעָנוֹת שֶׁהֶעֱלוּ עוֹרְכֵי
הדין של החשודים,placeholder,הַדִּין שֶׁל הַחֲשׁוּדִים
שמדובר בקטינים,placeholder,שֶׁמְּדֻבָּר בִּקְטִינִים
המשמשים כפרוצות,placeholder,הַמְּשַׁמְּשִׁים כִּפְרוּצוֹת
ממין זכר לדבריה מן,placeholder,מִמִּין זָכָר לִדְבָרֶיהָ מִן
העדויות מתברר,placeholder,הָעֵדֻיּוֹת מִתְבָּרֵר
שהפרשייה הולכת,placeholder,שֶׁהַפָּרָשִׁיָּה הוֹלֶכֶת
ומסתעפת לעומקה,placeholder,וּמִסְתָּעֶפֶת לְעָמְקָהּ
ולרוחבה יצוין שגם,placeholder,וּלְרָחְבָּהּ יְצֻיַּן שֶׁגַּם
תוך ניתוק מרגש,placeholder,תּוֹךְ נִתּוּק מֵרֶגֶשׁ
הסלידה העולה למקרא,placeholder,הַסְּלִידָה הָעוֹלֶה לְמִקְרָא
הודעות הקטינים מוקדם,placeholder,הוֹדָעוֹת הַקְּטִינִים מֻקְדָּם
עדיין לדבר בהמשך,placeholder,עֲדַיִן לְדַבֵּר בְּהֶמְשֵׁךְ
חקירה שלא בתנאי מעצר,placeholder,חֲקִירָה שֶׁלֹּא בִּתְנָאֵי מַעֲצָר
אמרה השופטת היא,placeholder,אָמְרָה הַשּׁוֹפֶטֶת הִיא
ציוותה להאריך את,placeholder,צִוְּתָה לְהַאֲרִיךְ אֶת
מעצרם של שניים מן,placeholder,מַעֲצָרָם שֶׁל שְׁנַיִם מִן
החשודים ב ו ימים,placeholder,הַחֲשׁוּדִים בְּ וּ יָמִים
ואילו החשוד השלישי,placeholder,וְאִלּוּ הֶחָשׁוּד הַשְּׁלִישִׁי
שוחרר בערבות של אלפים,placeholder,שֻׁחְרַר בְּעַרְבוּת שֶׁל אֲלָפִים
שח כאשר העניינים,placeholder,שׁ“ח כַּאֲשֶׁר הָעִנְיָנִים
יורדים לחלוטין מן הפסים,placeholder,יוֹרְדִים לַחֲלוּטִין מִן הַפַּסִּים
ראוי לקחת פסק זמן,placeholder,רָאוּי לָקַחַת פֶּסֶק זְמַן
אתנחתא שתאפשר עיון,placeholder,אֶתְנַחְתָּא שֶׁתְּאַפְשֵׁר עִיּוּן
גם בעניינים זוטרים,placeholder,גַּם בְּעִנְיָנִים זוּטָרִים
להלן עניין זוטר ואולי,placeholder,לְהַלָּן עִנְיָן זוּטָר וְאוּלַי
לא זוטר ארבעה עשורים,placeholder,לֹא זוּטָר אַרְבָּעָה עֲשׂוֹרִים
ומעלה חלפו עלי במדינת,placeholder,וָמַעְלָה חָלְפוּ עָלַי בִּמְדִינַת
היהודים המתחדשת,placeholder,הַיְּהוּדִים הַמִּתְחַדֶּשֶׁת
ארבע מלחמות לפחות,placeholder,אַרְבַּע מִלְחָמוֹת לְפָחוֹת
עשרות שנים של מצב,placeholder,עֶשְׂרוֹת שָׁנִים שֶׁל מַצַּב
חירום קבוע ובכל זאת גם,placeholder,חֵרוּם קָבוּעַ וּבְכָל זֹאת גַּם
עיון קפדני ביותר בכל,placeholder,עִיּוּן קַפְּדָנִי בְּיוֹתֵר בְּכָל
תאי זיכרוני,placeholder,תָּאֵי זִכְרוֹנִי
המסתיידים והולכים לא,placeholder,הַמִּסְתַּיְּדִים וְהוֹלְכִים לֹא
העלה אח ורע לאותו עניין,placeholder,הֶעֱלָה אָח וָרֵעַ לְאוֹתוֹ עִנְיָן
זדוני שנעשה תופעת,placeholder,זְדוֹנִי שֶׁנַּעֲשָׂה תּוֹפַעַת
קבע מאז הכריז צאלח-א-דין,placeholder,קֶבַע מֵאָז הִכְרִיז צַאלַח-אַ-דִּין
החדש מעיראק שהוא עומד,placeholder,הֶחָדָשׁ מֵעִירַאק שֶׁהוּא עוֹמֵד
להנשימנו גז התקלות,placeholder,לְהַנְשִׁימֵנוּ גַּז הַתַּקָּלוֹת
בצופרי האזעקה אחת,placeholder,בְּצוֹפְרֵי הָאַזְעָקָה אַחַת
וחצי שנים ומעולם לא,placeholder,וָחֵצִי שָׁנִים וּמֵעוֹלָם לֹא
שמעתי שסירנה פסיכית,placeholder,שָׁמַעְתִּי שֶׁסִּירֶנָה פְּסִיכִית
כלשהי הכריזה על,placeholder,כָּלְשֶׁהִי הִכְרִיזָה עַל
עצמאות והחלה לפלוט,placeholder,עַצְמָאוּת וְהֵחֵלָּה לִפְלֹט
ביוזמה מקומית צרורות,placeholder,בְּיָזְמָה מְקוֹמִית צְרוֹרוֹת
ארוכים של צפירות עולות,placeholder,אֲרֻכִּים שֶׁל צְפִירוֹת עוֹלוֹת
ויורדות לא שלא היו,placeholder,וְיוֹרְדוֹת לֹא שֶׁלֹּא הָיוּ
תקלות בהחלט נשמעו,placeholder,תַּקָּלוֹת בְּהֶחְלֵט נִשְׁמְעוּ
פה ושם אנחות חסרות פשר,placeholder,פֹּה וָשָׁם אֲנָחוֹת חַסְרוֹת פֵּשֶׁר
של צופר משועמם רובן,placeholder,שֶׁל צוֹפָר מְשֻׁעֲמָם רֻבָּן
ככולן סתם יבבת שועל,placeholder,כְּכֻלָּן סְתָם יִבְבַת שׁוּעָל
קצרה שמיד גוועה לה,placeholder,קְצָרָה שֶׁמִּיָּד גָּוְעָה לָהּ
מגדל סירנה אחד,placeholder,מִגְדַּל סִירֶנָה אֶחָד
בעיבורו של גן-מאיר,placeholder,בְּעִבּוּרוֹ שֶׁל גַּן-מֵאִיר
התל-אביבי התמחה,placeholder,הַתֵּל-אֲבִיבִי הִתְמַחָה
בקולות-נהי שכאלה איש,placeholder,בְּקוֹלוֹת-נְהִי שֶׁכָּאֵלֶּה אִישׁ
לא כעס עליו כולם הבינו,placeholder,לֹא כָּעַס עָלָיו כֻּלָּם הֵבִינוּ
כי ממרום מושבו הוא ודאי,placeholder,כִּי מִמְּרוֹם מוֹשָׁבוֹ הוּא וַדַּאי
ראה דברים שלא ראתה,placeholder,רָאָה דְּבָרִים שֶׁלֹּא רָאֲתָה
שפחה על הים ובפקוע,placeholder,שִׁפְחָה עַל הַיָּם וּבִפְקֹעַ
סבלנותו נאלץ להביע,placeholder,סַבְלָנוּתוֹ נֶאֱלַץ לְהַבִּיעַ
דעתו בנהי קצר לעתים,placeholder,דַּעְתּוֹ בִּנְהִי קָצָר לְעִתִּים
אפילו נשמעה צפירת,placeholder,אֲפִלּוּ נִשְׁמְעָה צְפִירַת
תקלה מתמשכת יותר אך,placeholder,תַּקָּלָה מִתְמַשֶּׁכֶת יוֹתֵר אַךְ
תמיד-תמיד ישרה כסרגל,placeholder,תָּמִיד-תָּמִיד יְשָׁרָה כְּסַרְגֵּל
ומרגיעה כוואליום אך,placeholder,וּמַרְגִּיעָה כְּוָלְיוּם אַךְ
עולות ויורדות  צפירות אמת,placeholder,עוֹלוֹת וְיוֹרְדוֹת  צְפִירוֹת אֱמֶת
שקריות  מעולם לא והנה,placeholder,שִׁקְרִיּוֹת  מֵעוֹלָם לֹא וְהִנֵּה
מאז פרץ מה שפרץ,placeholder,מֵאָז פָּרַץ מָה שֶׁפָּרַץ
במפרץ אין שבוע שבו,placeholder,בַּמִּפְרָץ אֵין שָׁבוּעַ שֶׁבּוֹ
לא קושרים הצופרים,placeholder,לֹא קוֹשְׁרִים הַצּוֹפָרִים
במקום כלשהו קשר אפל,placeholder,בְּמָקוֹם כָּלְשֶׁהוּ קֶשֶׁר אָפֵל
לקצר את חיי התושבים,placeholder,לְקַצֵּר אֶת חַיֵּי הַתּוֹשָׁבִים
ירושלים חיפה תל-אביב,placeholder,יְרוּשָׁלַיִם חֵיפָה תֵּל-אָבִיב
